time,layout,data
2023/07/03 16:50:52.558370614,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:52.658389566,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:52.758609276,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:52.858603952,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:52.958400757,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:53.58404552,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:53.158416963,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:53.258485480,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:53.358443829,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:53.458428599,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:53.558694968,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:53.658472629,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:53.758441389,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:53.858477204,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:53.958467253,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:54.58606503,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:54.158443787,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:54.258507586,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:54.358677915,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:54.458481046,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:54.558581484,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:54.658496662,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:54.758483686,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:54.857774632,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:54.958550231,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:55.58479197,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:55.158506959,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:55.258553148,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:55.358494057,"{'dim': [], 'data_offset': 0}",[]
